,index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,work_phone,phone,email,family_size,begin_month,credit,num_card,Age,career_year,career_start_age,ability,ability2,income_unit
19520,19520,0,0,1,0,135000.0,4,4,3,1,9530,430.0,1,0,0,1.0,47.0,2.0,2,26,2.0,24.0,13.55421686746988,313.95348837209303,135000.0
2323,2323,1,0,0,0,135000.0,4,4,3,5,9632,1943.0,0,0,0,1.0,2.0,1.0,1,26,6.0,20.0,11.663066954643629,69.48018528049408,135000.0
16581,16581,1,0,0,0,135000.0,4,4,3,5,9632,1943.0,0,0,0,1.0,7.0,2.0,1,26,6.0,20.0,11.663066954643629,69.48018528049408,135000.0
14869,14869,0,0,1,0,135000.0,4,4,3,1,9655,156.0,0,0,0,1.0,38.0,2.0,2,26,1.0,25.0,13.760065232901844,865.3846153846154,135000.0
23261,23261,1,0,0,0,135000.0,4,4,0,1,9657,1560.0,1,1,0,2.0,33.0,2.0,2,26,5.0,21.0,12.035303557100828,86.53846153846153,67500.0
17092,17092,0,1,1,0,135000.0,4,4,3,1,9662,831.0,0,0,0,1.0,18.0,1.0,3,26,3.0,23.0,12.865720003812065,162.4548736462094,135000.0
19446,19446,0,1,1,0,135000.0,4,4,3,1,9662,831.0,0,0,0,1.0,49.0,2.0,5,26,3.0,23.0,12.865720003812065,162.4548736462094,135000.0
937,937,0,1,1,0,135000.0,4,2,1,1,9746,250.0,0,0,0,2.0,23.0,1.0,2,26,1.0,25.0,13.505402160864346,540.0,67500.0
15604,15604,1,0,1,0,135000.0,2,1,1,1,9749,635.0,1,1,0,2.0,6.0,1.0,2,26,2.0,24.0,13.000770416024654,212.5984251968504,67500.0
23817,23817,0,0,0,0,135000.0,4,4,1,1,9770,104.0,1,0,0,2.0,50.0,2.0,1,26,1.0,25.0,13.672270609681993,1298.076923076923,67500.0
23003,23003,1,0,0,0,135000.0,4,1,3,1,9818,520.0,0,0,0,1.0,7.0,0.0,1,26,2.0,24.0,13.0586186883343,259.61538461538464,135000.0
77,77,1,0,0,0,135000.0,4,1,3,1,9818,520.0,0,0,0,1.0,7.0,1.0,3,26,2.0,24.0,13.0586186883343,259.61538461538464,135000.0
6485,6485,1,0,0,0,135000.0,4,1,3,1,9818,520.0,0,0,0,1.0,12.0,2.0,3,26,2.0,24.0,13.0586186883343,259.61538461538464,135000.0
9152,9152,0,0,0,0,135000.0,4,2,3,1,9851,793.0,0,0,0,1.0,52.0,2.0,1,26,3.0,23.0,12.683201803833146,170.23959646910467,135000.0
16486,16486,1,0,0,0,135000.0,4,4,1,5,9864,2089.0,0,0,1,2.0,42.0,1.0,2,27,6.0,21.0,11.294235756713796,64.6242221158449,67500.0
20105,20105,1,0,1,0,135000.0,2,2,3,5,9873,2086.0,0,1,1,1.0,15.0,0.0,2,27,6.0,21.0,11.288569278367756,64.71716203259827,135000.0
11567,11567,1,0,1,0,135000.0,2,2,3,5,9873,2086.0,0,1,1,1.0,10.0,2.0,5,27,6.0,21.0,11.288569278367756,64.71716203259827,135000.0
13,13,1,0,0,0,135000.0,4,1,1,1,9887,2474.0,0,1,0,2.0,41.0,2.0,4,27,7.0,20.0,10.921446484912224,54.56750202101859,67500.0
19595,19595,1,0,0,0,135000.0,4,4,0,1,9888,2031.0,0,0,0,2.0,51.0,2.0,2,27,6.0,21.0,11.326453561540397,66.46971935007386,67500.0
10916,10916,0,1,1,0,135000.0,4,1,3,1,9898,1178.0,0,0,0,1.0,23.0,1.0,2,27,4.0,23.0,12.18851570964247,114.60101867572156,135000.0
1970,1970,1,0,0,0,135000.0,4,4,0,5,9918,1257.0,0,1,0,2.0,10.0,1.0,1,27,4.0,23.0,12.080536912751677,107.39856801909308,67500.0
10714,10714,0,1,0,0,135000.0,4,4,3,1,9948,401.0,1,0,0,1.0,25.0,2.0,2,27,2.0,25.0,13.04473862208909,336.65835411471323,135000.0
9243,9243,0,1,1,0,135000.0,4,4,1,1,9955,2036.0,0,0,0,2.0,40.0,0.0,2,27,6.0,21.0,11.258443832874656,66.30648330058939,67500.0
16453,16453,0,1,1,0,135000.0,4,4,1,1,9955,2036.0,0,0,0,2.0,8.0,1.0,1,27,6.0,21.0,11.258443832874656,66.30648330058939,67500.0
17084,17084,0,1,1,0,135000.0,4,4,1,1,9955,2036.0,0,0,0,2.0,38.0,2.0,8,27,6.0,21.0,11.258443832874656,66.30648330058939,67500.0
15791,15791,1,0,1,0,135000.0,4,4,3,3,9958,1114.0,0,0,1,1.0,38.0,1.0,1,27,4.0,23.0,12.19291907514451,121.18491921005386,135000.0
10712,10712,1,0,1,0,135000.0,4,4,3,3,9958,1114.0,0,0,1,1.0,41.0,2.0,1,27,4.0,23.0,12.19291907514451,121.18491921005386,135000.0
25055,25055,0,1,1,0,135000.0,4,3,1,5,9981,1866.0,0,0,1,2.0,26.0,2.0,6,27,6.0,21.0,11.39528994682198,72.34726688102894,67500.0
14570,14570,0,1,1,0,135000.0,0,4,1,1,9984,2606.0,0,0,0,2.0,14.0,1.0,3,27,8.0,19.0,10.722795869737887,51.80353031465848,67500.0
4363,4363,0,1,1,0,135000.0,0,4,1,1,9984,2606.0,0,0,0,2.0,45.0,2.0,2,27,8.0,19.0,10.722795869737887,51.80353031465848,67500.0
2458,2458,0,0,0,0,135000.0,4,3,0,1,9996,3395.0,0,1,0,2.0,1.0,1.0,1,27,10.0,17.0,10.081397953849601,39.76435935198822,67500.0
20923,20923,0,0,0,0,135000.0,4,3,0,1,9996,3395.0,0,1,0,2.0,33.0,2.0,1,27,10.0,17.0,10.081397953849601,39.76435935198822,67500.0
25779,25779,0,1,0,0,1350000.0,0,1,1,2,12999,1560.0,0,1,1,2.0,45.0,2.0,4,35,5.0,30.0,92.72614877395425,865.3846153846154,675000.0
22791,22791,1,0,0,0,139500.0,4,1,3,1,11835,980.0,0,1,0,1.0,37.0,2.0,1,32,3.0,29.0,10.885680842762389,142.3469387755102,139500.0
7995,7995,0,1,1,0,139500.0,4,4,2,1,14031,169.0,0,0,0,1.0,3.0,1.0,1,38,1.0,37.0,9.82394366197183,825.4437869822485,139500.0
21144,21144,1,1,1,0,139500.0,4,2,1,1,14587,7098.0,1,0,0,2.0,21.0,2.0,3,39,20.0,19.0,6.433018215356237,19.653423499577347,69750.0
430,430,1,1,1,0,139500.0,0,2,1,1,15463,2165.0,0,0,0,2.0,33.0,0.0,2,42,6.0,36.0,7.9135466303607895,64.43418013856812,69750.0
4564,4564,1,1,1,0,139500.0,0,2,1,1,15463,2165.0,0,0,0,2.0,15.0,2.0,1,42,6.0,36.0,7.9135466303607895,64.43418013856812,69750.0
2453,2453,1,0,0,0,139500.0,4,1,2,1,16203,7100.0,0,0,0,1.0,9.0,2.0,1,44,20.0,24.0,5.986353688366305,19.64788732394366,139500.0
24735,24735,0,1,1,0,139500.0,4,4,0,1,16812,182.0,1,0,0,2.0,4.0,2.0,1,46,1.0,45.0,8.20877956925974,766.4835164835165,69750.0
19962,19962,1,0,1,0,139500.0,0,1,0,1,17254,246.0,0,0,0,2.0,32.0,2.0,1,47,1.0,46.0,7.9714285714285715,567.0731707317074,69750.0
12400,12400,1,0,1,0,139500.0,2,1,1,1,17801,8479.0,0,0,0,2.0,50.0,0.0,1,48,24.0,24.0,5.308219178082192,16.45241184101899,69750.0
12835,12835,1,0,1,0,139500.0,2,1,1,1,17801,8479.0,0,0,0,2.0,27.0,1.0,1,48,24.0,24.0,5.308219178082192,16.45241184101899,69750.0
17920,17920,1,0,1,0,139500.0,2,1,1,1,17801,8479.0,0,0,0,2.0,16.0,2.0,6,48,24.0,24.0,5.308219178082192,16.45241184101899,69750.0
16948,16948,0,1,0,0,139500.0,4,4,1,1,18333,8143.0,1,1,0,2.0,43.0,1.0,2,50,23.0,27.0,5.268922798005741,17.131278398624584,69750.0
21070,21070,0,1,0,0,139500.0,4,4,1,1,18333,8143.0,1,1,0,2.0,57.0,2.0,4,50,23.0,27.0,5.268922798005741,17.131278398624584,69750.0
5453,5453,1,0,1,0,139500.0,4,4,1,1,18730,157.0,0,0,1,2.0,40.0,2.0,6,51,1.0,50.0,7.38603272091915,888.5350318471337,69750.0
15945,15945,1,0,1,0,139500.0,0,4,1,1,20514,5707.0,0,1,0,2.0,30.0,1.0,1,56,16.0,40.0,5.320163227947066,24.44366567373401,69750.0
9092,9092,1,0,1,0,139500.0,0,4,1,1,20514,5707.0,0,1,0,2.0,31.0,2.0,2,56,16.0,40.0,5.320163227947066,24.44366567373401,69750.0
2043,2043,1,0,0,0,139500.0,1,4,1,1,20863,10585.0,0,0,0,2.0,13.0,1.0,2,57,29.0,28.0,0.36129974670168297,0.38193750462021175,69750.0
5391,5391,1,0,0,0,139500.0,1,4,1,1,20863,10585.0,0,0,0,2.0,19.0,2.0,2,57,29.0,28.0,0.36129974670168297,0.38193750462021175,69750.0
21635,21635,1,1,1,0,139500.0,1,4,1,1,21009,10585.0,0,0,0,2.0,27.0,2.0,2,57,29.0,28.0,0.361163178443089,0.38193750462021175,69750.0
14346,14346,1,0,1,0,139500.0,2,1,1,1,21017,895.0,1,1,0,2.0,15.0,1.0,2,57,3.0,54.0,6.366374589266155,155.8659217877095,69750.0
3173,3173,1,0,1,0,139500.0,1,4,2,1,22185,10585.0,0,0,0,1.0,9.0,2.0,1,60,29.0,31.0,0.36006690275354386,0.38193750462021175,139500.0
7310,7310,1,0,1,0,139500.0,1,4,1,4,22311,10585.0,0,0,0,2.0,41.0,1.0,3,61,29.0,32.0,0.359949839248208,0.38193750462021175,69750.0
14756,14756,1,0,0,0,139500.0,0,4,3,1,8710,642.0,0,1,0,1.0,22.0,2.0,1,23,2.0,21.0,14.916595380667237,217.28971962616822,139500.0
17219,17219,0,1,1,0,139500.0,0,1,1,1,8723,263.0,1,0,0,2.0,0.0,0.0,1,23,1.0,22.0,15.524148675717782,530.4182509505704,69750.0
5998,5998,0,1,1,0,139500.0,0,1,1,1,8723,263.0,1,0,0,2.0,21.0,1.0,1,23,1.0,22.0,15.524148675717782,530.4182509505704,69750.0
18303,18303,0,1,1,0,139500.0,0,1,1,1,8723,263.0,1,0,0,2.0,18.0,2.0,2,23,1.0,22.0,15.524148675717782,530.4182509505704,69750.0
6060,6060,1,0,0,0,139500.0,0,1,3,1,8943,158.0,0,1,0,1.0,37.0,1.0,1,24,1.0,23.0,15.327985935611471,882.9113924050633,139500.0
21114,21114,1,0,0,0,139500.0,0,1,3,1,8943,158.0,0,1,0,1.0,28.0,2.0,1,24,1.0,23.0,15.327985935611471,882.9113924050633,139500.0
891,891,1,0,1,0,139500.0,0,4,3,1,9302,837.0,0,0,0,1.0,4.0,2.0,4,25,3.0,22.0,13.758753328730643,166.66666666666666,139500.0
10167,10167,1,0,1,0,139500.0,4,1,1,5,9461,446.0,0,0,1,2.0,9.0,2.0,1,25,2.0,23.0,14.080952861613001,312.78026905829597,69750.0
10372,10372,1,0,1,0,141750.0,1,1,1,1,20345,10585.0,0,1,0,2.0,10.0,2.0,3,55,29.0,26.0,0.3676203616295113,0.3880977869527958,70875.0
19260,19260,1,1,1,0,143100.0,2,1,1,1,18400,10052.0,0,0,1,2.0,45.0,2.0,1,50,28.0,22.0,5.029523407844791,14.235972940708317,71550.0
3003,3003,0,0,1,0,143100.0,1,4,1,1,22776,10585.0,0,1,0,2.0,4.0,1.0,1,62,29.0,33.0,0.3687963733734688,0.39179395635234626,71550.0
23996,23996,0,0,0,0,144000.0,0,2,3,4,10337,795.0,1,0,0,1.0,18.0,0.0,1,28,3.0,25.0,12.935680919870643,181.1320754716981,144000.0
13118,13118,0,0,0,0,144000.0,0,2,3,4,10337,795.0,1,0,0,1.0,60.0,1.0,1,28,3.0,25.0,12.935680919870643,181.1320754716981,144000.0
7451,7451,0,1,1,0,144000.0,4,4,1,1,10367,2389.0,0,1,0,2.0,18.0,1.0,1,28,7.0,21.0,11.288805268109126,60.276266220175806,72000.0
11723,11723,0,1,1,0,144000.0,4,4,1,1,10367,2389.0,0,1,0,2.0,40.0,2.0,4,28,7.0,21.0,11.288805268109126,60.276266220175806,72000.0
25026,25026,0,0,0,0,144000.0,4,4,3,5,10450,1779.0,0,1,0,1.0,5.0,2.0,1,28,5.0,23.0,11.775288249243602,80.94435075885329,144000.0
2606,2606,1,0,1,0,144000.0,4,4,3,1,11175,322.0,0,0,0,1.0,18.0,2.0,1,30,1.0,29.0,12.525006523440897,447.2049689440994,144000.0
17989,17989,1,1,1,0,144000.0,0,4,1,1,12116,2714.0,1,1,0,2.0,5.0,1.0,2,33,8.0,25.0,9.710047201618341,53.05821665438467,72000.0
7643,7643,1,1,1,0,144000.0,0,4,1,1,12116,2714.0,1,1,0,2.0,7.0,2.0,4,33,8.0,25.0,9.710047201618341,53.05821665438467,72000.0
21222,21222,1,0,1,0,144000.0,2,1,3,1,12795,767.0,0,0,0,1.0,1.0,1.0,1,35,3.0,32.0,10.617902964164578,187.7444589308996,144000.0
926,926,1,1,1,0,144000.0,0,4,0,1,13095,3716.0,1,1,0,2.0,36.0,1.0,1,35,11.0,24.0,8.565819998810303,38.751345532831,72000.0
21480,21480,1,0,1,0,144000.0,4,1,3,1,13190,4943.0,0,0,0,1.0,14.0,1.0,12,36,14.0,22.0,7.941322450780345,29.132106008496866,144000.0
21369,21369,1,1,1,0,144000.0,4,4,1,1,13455,2051.0,0,0,0,2.0,3.0,1.0,2,36,6.0,30.0,9.286727718302593,70.20965382740127,72000.0
21981,21981,1,0,1,0,144000.0,0,4,1,1,13467,5496.0,0,0,0,2.0,27.0,2.0,1,36,16.0,20.0,7.593735168485999,26.200873362445414,72000.0
1288,1288,1,1,0,0,144000.0,4,4,4,1,14407,1345.0,0,0,0,1.0,30.0,0.0,1,39,4.0,35.0,9.14169629253428,107.06319702602231,144000.0
9589,9589,1,1,0,0,144000.0,4,4,4,1,14407,1345.0,0,0,0,1.0,60.0,2.0,13,39,4.0,35.0,9.14169629253428,107.06319702602231,144000.0
1015,1015,1,0,0,0,144000.0,4,4,1,1,14494,308.0,1,0,0,2.0,2.0,1.0,1,39,1.0,38.0,9.728415079043373,467.53246753246754,72000.0
14445,14445,0,1,0,0,144000.0,4,4,1,1,14767,613.0,1,0,0,2.0,60.0,0.0,1,40,2.0,38.0,9.362808842652797,234.91027732463294,72000.0
9601,9601,0,1,0,0,144000.0,4,4,1,1,14767,613.0,1,0,0,2.0,37.0,2.0,1,40,2.0,38.0,9.362808842652797,234.91027732463294,72000.0
6876,6876,1,0,1,0,144000.0,4,4,3,1,15138,1769.0,1,0,0,1.0,15.0,2.0,2,41,5.0,36.0,8.51718223221151,81.40192198982476,144000.0
22359,22359,1,1,1,0,144000.0,4,4,1,1,15394,2959.0,0,1,0,2.0,48.0,2.0,2,42,9.0,33.0,7.846128698305455,48.66508955728287,72000.0
13295,13295,1,1,0,0,144000.0,4,4,1,1,15494,3292.0,0,0,0,2.0,47.0,0.0,4,42,10.0,32.0,7.665282657297988,43.74240583232078,72000.0
11401,11401,1,0,1,0,144000.0,4,4,1,1,15584,2683.0,0,0,0,2.0,44.0,0.0,1,42,8.0,34.0,7.88306782722943,53.67126351099515,72000.0
12601,12601,1,0,1,0,144000.0,4,4,1,1,15584,2683.0,0,0,0,2.0,11.0,2.0,1,42,8.0,34.0,7.88306782722943,53.67126351099515,72000.0
2851,2851,1,0,0,0,144000.0,4,4,1,1,15743,2052.0,0,1,0,2.0,59.0,2.0,6,43,6.0,37.0,8.092160719303175,70.17543859649123,72000.0
11429,11429,1,0,0,0,144000.0,0,4,3,1,15773,2509.0,0,0,0,1.0,35.0,2.0,2,43,7.0,36.0,7.876599934361667,57.393383818254286,144000.0
6951,6951,1,0,0,0,144000.0,4,4,3,1,15970,8987.0,0,0,0,1.0,17.0,2.0,3,43,25.0,18.0,5.769924269743959,16.02314454211639,144000.0
22263,22263,1,0,1,0,144000.0,2,4,0,1,16311,7504.0,0,0,0,2.0,12.0,2.0,2,44,21.0,23.0,6.046609279865631,19.189765458422176,72000.0
2063,2063,1,1,1,0,144000.0,0,4,1,1,16539,371.0,0,0,0,2.0,2.0,0.0,1,45,2.0,43.0,8.515671200473093,388.1401617250674,72000.0
1299,1299,1,1,1,0,144000.0,0,4,1,1,16539,371.0,0,0,0,2.0,13.0,1.0,4,45,2.0,43.0,8.515671200473093,388.1401617250674,72000.0
23247,23247,0,0,0,0,144000.0,4,4,0,1,16621,221.0,0,0,0,2.0,26.0,2.0,4,45,1.0,44.0,8.550053437833986,651.5837104072398,72000.0
10490,10490,1,0,0,0,144000.0,4,4,1,2,16641,9988.0,1,1,0,2.0,54.0,0.0,1,45,28.0,17.0,5.40763828908333,14.417300760913095,72000.0
6648,6648,1,0,0,0,144000.0,4,4,1,2,16641,9988.0,1,1,0,2.0,2.0,1.0,1,45,28.0,17.0,5.40763828908333,14.417300760913095,72000.0
23055,23055,1,0,0,0,144000.0,4,4,1,2,16641,9988.0,1,1,0,2.0,53.0,2.0,7,45,28.0,17.0,5.40763828908333,14.417300760913095,72000.0
11870,11870,1,1,0,0,144000.0,0,1,1,1,16830,3458.0,0,0,0,2.0,15.0,1.0,5,46,10.0,36.0,7.097791798107256,41.64256795835743,72000.0
13912,13912,1,1,0,0,144000.0,0,1,1,1,16830,3458.0,0,0,0,2.0,51.0,2.0,7,46,10.0,36.0,7.097791798107256,41.64256795835743,72000.0
6542,6542,1,0,1,0,144000.0,4,4,1,1,16898,5622.0,0,0,0,2.0,56.0,2.0,1,46,16.0,30.0,6.394316163410302,25.6136606189968,72000.0
24524,24524,1,0,0,0,144000.0,4,4,3,1,16898,7310.0,1,1,0,1.0,59.0,2.0,6,46,21.0,25.0,5.948446794448117,19.699042407660738,144000.0
7094,7094,1,1,1,0,144000.0,4,4,1,1,16939,1081.0,0,0,0,2.0,19.0,1.0,1,46,3.0,43.0,7.991120976692564,133.2099907493062,72000.0
1863,1863,0,0,1,0,144000.0,4,4,0,1,16979,1830.0,0,0,0,2.0,18.0,2.0,3,46,6.0,40.0,7.65590940507204,78.68852459016394,72000.0
6262,6262,1,1,0,0,144000.0,4,4,1,1,17383,890.0,1,1,0,2.0,21.0,2.0,3,47,3.0,44.0,7.880479395829913,161.79775280898878,72000.0
16380,16380,1,0,1,0,144000.0,2,4,1,1,18136,10110.0,0,1,0,2.0,52.0,0.0,4,49,28.0,21.0,5.098066982935637,14.243323442136498,72000.0
16680,16680,1,0,1,0,144000.0,2,4,1,1,18136,10110.0,0,1,0,2.0,22.0,2.0,2,49,28.0,21.0,5.098066982935637,14.243323442136498,72000.0
3414,3414,0,1,0,0,144000.0,4,4,1,1,18441,1540.0,1,1,0,2.0,52.0,1.0,1,50,5.0,45.0,7.20684650417897,93.50649350649351,72000.0
12699,12699,1,0,1,0,144000.0,2,4,1,1,18563,1075.0,0,0,0,2.0,10.0,2.0,1,50,3.0,47.0,7.332722273143904,133.95348837209303,72000.0
22096,22096,1,0,1,0,144000.0,4,4,1,1,18705,5345.0,0,0,0,2.0,39.0,0.0,1,51,15.0,36.0,5.987525987525988,26.941066417212348,72000.0
1356,1356,1,0,1,0,144000.0,4,4,1,1,18705,5345.0,0,0,0,2.0,20.0,2.0,6,51,15.0,36.0,5.987525987525988,26.941066417212348,72000.0
23356,23356,1,0,1,0,144000.0,4,4,1,1,18841,4166.0,1,1,0,2.0,54.0,2.0,5,51,12.0,39.0,6.2589646629286735,34.56553048487758,72000.0
7172,7172,1,0,1,0,144000.0,2,1,1,1,18913,4449.0,0,0,0,2.0,32.0,2.0,2,51,13.0,38.0,6.163855834260765,32.36682400539447,72000.0
3000,3000,1,0,1,0,144000.0,1,4,1,1,19002,10585.0,0,0,0,2.0,11.0,0.0,3,52,29.0,23.0,0.3747608947416362,0.3942580692853799,72000.0
26003,26003,0,1,1,0,144000.0,0,1,1,1,19270,2356.0,0,1,0,2.0,39.0,1.0,2,52,7.0,45.0,6.6586516230463335,61.120543293718164,72000.0
4152,4152,0,1,1,0,144000.0,0,1,1,1,19270,2356.0,0,1,0,2.0,30.0,2.0,4,52,7.0,45.0,6.6586516230463335,61.120543293718164,72000.0
3797,3797,1,1,0,0,144000.0,4,1,1,1,19401,5071.0,1,1,0,2.0,53.0,2.0,1,53,14.0,39.0,5.884275907159203,28.396765923880892,72000.0
16406,16406,1,0,1,0,144000.0,2,1,2,1,19935,9564.0,0,0,0,1.0,21.0,2.0,2,54,27.0,27.0,4.881521407505339,15.0564617314931,144000.0
14120,14120,1,0,1,0,144000.0,1,4,1,1,19950,10585.0,0,0,0,2.0,17.0,2.0,2,54,29.0,25.0,0.3738385692367203,0.3942580692853799,72000.0
10223,10223,1,0,1,0,144000.0,4,4,1,1,19975,10780.0,1,1,0,2.0,8.0,0.0,1,54,30.0,24.0,4.682165501544464,13.358070500927644,72000.0
20285,20285,1,0,1,0,144000.0,4,4,1,1,19975,10780.0,1,1,0,2.0,23.0,2.0,5,54,30.0,24.0,4.682165501544464,13.358070500927644,72000.0
16442,16442,1,0,0,0,144000.0,4,4,1,1,19984,4662.0,0,1,0,2.0,12.0,2.0,9,54,13.0,41.0,5.842733100705997,30.888030888030887,72000.0
22751,22751,1,0,0,0,144000.0,1,4,1,1,20040,10585.0,0,0,0,2.0,20.0,2.0,3,54,29.0,25.0,0.3737512425931069,0.3942580692853799,72000.0
6854,6854,1,0,0,0,144000.0,1,4,1,1,20726,10585.0,0,1,0,2.0,6.0,0.0,1,56,29.0,27.0,0.37308695776085643,0.3942580692853799,72000.0
20212,20212,1,0,1,0,144000.0,1,4,1,1,20836,10585.0,0,0,0,2.0,57.0,2.0,1,57,29.0,28.0,0.3729806593987241,0.3942580692853799,72000.0
26406,26406,1,0,1,0,144000.0,1,4,1,1,20958,10585.0,0,1,0,2.0,3.0,1.0,2,57,29.0,28.0,0.3728628356736518,0.3942580692853799,72000.0
24039,24039,1,1,1,0,144000.0,1,4,1,1,21027,10585.0,0,0,0,2.0,11.0,1.0,1,57,29.0,28.0,0.37279623061589046,0.3942580692853799,72000.0
15988,15988,1,1,1,0,144000.0,1,4,1,1,21027,10585.0,0,0,0,2.0,36.0,2.0,1,57,29.0,28.0,0.37279623061589046,0.3942580692853799,72000.0
732,732,1,0,0,0,144000.0,1,4,1,1,21041,10585.0,0,1,0,2.0,1.0,1.0,1,57,29.0,28.0,0.3727827194499384,0.3942580692853799,72000.0
16589,16589,1,0,0,0,144000.0,1,4,1,1,21041,10585.0,0,1,0,2.0,33.0,2.0,1,57,29.0,28.0,0.3727827194499384,0.3942580692853799,72000.0
19524,19524,1,1,1,0,144000.0,1,4,0,1,21275,10585.0,0,0,0,2.0,8.0,1.0,1,58,29.0,29.0,0.3725570348599548,0.3942580692853799,72000.0
2781,2781,1,1,1,0,144000.0,1,4,0,1,21275,10585.0,0,0,0,2.0,20.0,2.0,1,58,29.0,29.0,0.3725570348599548,0.3942580692853799,72000.0
16561,16561,1,1,1,0,144000.0,1,4,0,1,21406,10585.0,0,1,0,2.0,12.0,2.0,2,58,29.0,29.0,0.37243080933870254,0.3942580692853799,72000.0
25112,25112,1,0,1,0,144000.0,1,4,3,1,21431,10585.0,0,0,0,1.0,22.0,2.0,3,58,29.0,29.0,0.3724067302171855,0.3942580692853799,144000.0
10787,10787,1,0,0,0,144000.0,1,4,2,1,21481,10585.0,0,0,0,1.0,6.0,1.0,1,58,29.0,29.0,0.37235858131380517,0.3942580692853799,144000.0
447,447,1,0,0,0,144000.0,1,4,2,1,21481,10585.0,0,0,0,1.0,28.0,2.0,1,58,29.0,29.0,0.37235858131380517,0.3942580692853799,144000.0
8848,8848,1,1,1,0,144000.0,4,4,1,1,21502,3122.0,0,0,0,2.0,35.0,0.0,1,58,9.0,49.0,5.847953216374269,46.12427930813581,72000.0
23263,23263,1,1,1,0,144000.0,4,4,1,1,21502,3122.0,0,0,0,2.0,6.0,1.0,1,58,9.0,49.0,5.847953216374269,46.12427930813581,72000.0
9715,9715,1,1,1,0,144000.0,4,4,1,1,21502,3122.0,0,0,0,2.0,51.0,2.0,2,58,9.0,49.0,5.847953216374269,46.12427930813581,72000.0
8591,8591,0,0,1,0,144000.0,4,4,1,1,21649,3000.0,1,1,0,2.0,9.0,2.0,4,59,9.0,50.0,5.842021988721652,48.0,72000.0
11179,11179,1,0,0,0,144000.0,1,3,4,2,21675,10585.0,0,0,0,1.0,14.0,2.0,1,59,29.0,30.0,0.3721718813805509,0.3942580692853799,144000.0
13581,13581,1,0,0,0,144000.0,1,4,1,1,21833,10585.0,0,0,0,2.0,4.0,2.0,2,59,29.0,30.0,0.37201996507145885,0.3942580692853799,72000.0
2521,2521,1,1,1,0,144000.0,4,4,1,1,21871,5665.0,1,1,0,2.0,52.0,1.0,1,59,16.0,43.0,5.229517722254503,25.419240953221536,72000.0
4383,4383,1,0,1,0,144000.0,1,4,1,1,21916,10585.0,0,1,0,2.0,2.0,0.0,1,60,29.0,31.0,0.37194021061114424,0.3942580692853799,72000.0
2518,2518,1,0,1,0,144000.0,1,4,1,1,21916,10585.0,0,1,0,2.0,2.0,1.0,3,60,29.0,31.0,0.37194021061114424,0.3942580692853799,72000.0
5313,5313,1,0,1,0,144000.0,1,4,1,1,21916,10585.0,0,1,0,2.0,6.0,2.0,3,60,29.0,31.0,0.37194021061114424,0.3942580692853799,72000.0
15085,15085,1,0,1,0,144000.0,1,4,3,4,21942,10585.0,0,0,0,1.0,39.0,2.0,1,60,29.0,31.0,0.37191523431951135,0.3942580692853799,144000.0
20799,20799,0,0,1,0,144000.0,1,2,1,1,22222,10585.0,0,1,0,2.0,13.0,2.0,1,60,29.0,31.0,0.37164647129418144,0.3942580692853799,72000.0
13282,13282,1,0,1,0,144000.0,1,4,1,1,22491,10585.0,0,0,0,2.0,33.0,2.0,4,61,29.0,32.0,0.3713886324129429,0.3942580692853799,72000.0
2724,2724,0,1,1,0,144000.0,1,4,1,1,22605,10585.0,0,1,0,2.0,6.0,2.0,3,61,29.0,32.0,0.3712794703079557,0.3942580692853799,72000.0
12722,12722,1,0,0,0,144000.0,1,4,1,1,22643,10585.0,0,1,0,2.0,28.0,1.0,1,62,29.0,33.0,0.37124309719866144,0.3942580692853799,72000.0
13330,13330,1,0,0,0,144000.0,1,4,1,1,22643,10585.0,0,1,0,2.0,31.0,2.0,3,62,29.0,33.0,0.37124309719866144,0.3942580692853799,72000.0
5752,5752,1,1,0,0,144000.0,1,4,1,1,22877,10585.0,0,1,1,2.0,30.0,2.0,1,62,29.0,33.0,0.3710192723899825,0.3942580692853799,72000.0
22146,22146,1,0,1,0,144000.0,1,1,1,1,23110,10585.0,0,1,0,2.0,3.0,1.0,1,63,29.0,34.0,0.3707966720998679,0.3942580692853799,72000.0
19837,19837,1,0,1,0,144000.0,1,1,1,1,23110,10585.0,0,1,0,2.0,10.0,2.0,1,63,29.0,34.0,0.3707966720998679,0.3942580692853799,72000.0
24376,24376,1,0,1,0,144000.0,1,4,1,1,23334,10585.0,0,0,0,2.0,6.0,1.0,1,63,29.0,34.0,0.37058292178898905,0.3942580692853799,72000.0
58,58,1,0,1,0,144000.0,1,4,1,1,23334,10585.0,0,0,0,2.0,23.0,2.0,5,63,29.0,34.0,0.37058292178898905,0.3942580692853799,72000.0
4389,4389,1,1,1,0,144000.0,4,1,1,1,8977,307.0,0,1,0,2.0,23.0,1.0,1,24,1.0,23.0,15.510555794915984,469.05537459283386,72000.0
5930,5930,1,0,1,0,144000.0,0,1,1,1,9713,3078.0,1,1,0,2.0,25.0,2.0,1,26,9.0,17.0,11.257915721992026,46.78362573099415,72000.0
25150,25150,1,1,0,0,144000.0,4,1,0,1,9778,857.0,1,1,0,2.0,5.0,2.0,3,26,3.0,23.0,13.540197461212976,168.02800466744458,72000.0
